base,target,kind,a_start,a_size,b_start,b_size
US,PAL,constants-only,2147585728,300,2147585756,300
US,PAL,constants-only,2147586344,928,2147586372,928
US,PAL,constants-only,2147587272,1072,2147587300,1072
US,PAL,constants-only,2147588344,1412,2147588372,1412
US,PAL,constants-only,2147589756,220,2147589784,220
US,PAL,constants-only,2147589976,356,2147590004,356
US,PAL,constants-only,2147590332,4504,2147590360,4504
US,PAL,constants-only,2147594836,4364,2147594864,4364
US,PAL,constants-only,2147599472,132,2147599492,132
US,PAL,constants-only,2147599604,120,2147599624,120
US,PAL,constants-only,2147600868,128,2147600900,128
US,PAL,constants-only,2147600996,52,2147601028,52
US,PAL,constants-only,2147601048,328,2147601080,328
US,PAL,constants-only,2147601376,56,2147601408,56
US,PAL,constants-only,2147601432,264,2147601464,264
US,PAL,constants-only,2147601696,148,2147601728,148
US,PAL,constants-only,2147602328,84,2147602392,84
US,PAL,constants-only,2147602412,128,2147602476,128
US,PAL,constants-only,2147602540,40,2147602604,40
US,PAL,constants-only,2147602580,48,2147602644,48
US,PAL,constants-only,2147604348,5008,2147604412,5008
US,PAL,constants-only,2147609356,224,2147609420,224
US,PAL,constants-only,2147613760,1060,2147613824,1060
US,PAL,constants-only,2147615540,2340,2147615604,2340
US,PAL,constants-only,2147617880,2216,2147617944,2216
US,PAL,constants-only,2147621820,112,2147621884,112
US,PAL,constants-only,2147621932,96,2147621996,96
US,PAL,constants-only,2147622620,856,2147622640,856
US,PAL,constants-only,2147623476,172,2147623496,172
US,PAL,constants-only,2147623648,56,2147623668,56
US,PAL,constants-only,2147623704,220,2147623724,220
US,PAL,constants-only,2147625156,108,2147625716,108
US,PAL,constants-only,2147625884,64,2147626460,64
US,PAL,constants-only,2147625948,172,2147626524,172
US,PAL,constants-only,2147627408,760,2147627984,760
US,PAL,constants-only,2147628168,440,2147628744,440
US,PAL,constants-only,2147628608,324,2147629184,324
US,PAL,constants-only,2147628932,700,2147629508,700
US,PAL,constants-only,2147630412,688,2147630988,688
US,PAL,constants-only,2147631212,588,2147631676,588
US,PAL,constants-only,2147631800,428,2147632264,428
US,PAL,constants-only,2147632228,184,2147632692,184
US,PAL,constants-only,2147632412,8,2147632876,8
US,PAL,constants-only,2147633180,36,2147633644,36
US,PAL,constants-only,2147633524,660,2147633988,660
US,PAL,constants-only,2147634184,1328,2147634648,1328
US,PAL,constants-only,2147635512,116,2147635976,116
US,PAL,constants-only,2147635872,368,2147636344,368
US,PAL,constants-only,2147637016,316,2147637548,316
US,PAL,constants-only,2147638544,264,2147638840,264
US,PAL,constants-only,2147640224,92,2147640212,92
US,PAL,constants-only,2147640316,68,2147640304,68
US,PAL,constants-only,2147640384,128,2147640372,128
US,PAL,constants-only,2147640512,128,2147640500,128
US,PAL,constants-only,2147640512,128,2147640628,128
US,PAL,constants-only,2147640640,128,2147640500,128
US,PAL,constants-only,2147640640,128,2147640628,128
US,PAL,constants-only,2147640768,732,2147640756,732
US,PAL,constants-only,2147642084,268,2147642240,268
US,PAL,constants-only,2147642612,136,2147642768,136
US,PAL,constants-only,2147642952,56,2147643108,56
US,PAL,constants-only,2147643008,88,2147643164,88
US,PAL,constants-only,2147643096,2400,2147643252,2400
US,PAL,constants-only,2147645496,848,2147645652,848
US,PAL,constants-only,2147646344,620,2147646500,620
US,PAL,constants-only,2147646964,156,2147647120,156
US,PAL,constants-only,2147647120,144,2147647276,144
US,PAL,constants-only,2147647264,1132,2147647420,1132
US,PAL,constants-only,2147648396,132,2147648552,132
US,PAL,constants-only,2147648528,44,2147648684,44
US,PAL,constants-only,2147648572,44,2147648728,44
US,PAL,constants-only,2147649168,376,2147649412,376
US,PAL,constants-only,2147649664,304,2147649908,304
US,PAL,constants-only,2147649968,420,2147650212,420
US,PAL,constants-only,2147650388,104,2147650632,104
US,PAL,constants-only,2147650492,188,2147650736,188
US,PAL,constants-only,2147650680,236,2147650924,236
US,PAL,constants-only,2147650916,124,2147651160,124
US,PAL,constants-only,2147651040,124,2147651284,124
US,PAL,constants-only,2147651164,216,2147651408,216
US,PAL,constants-only,2147651380,212,2147651624,212
US,PAL,constants-only,2147651592,196,2147651836,196
US,PAL,constants-only,2147651788,212,2147652032,212
US,PAL,constants-only,2147652000,184,2147652244,184
US,PAL,constants-only,2147652184,136,2147652428,136
US,PAL,constants-only,2147652320,28,2147652564,28
US,PAL,constants-only,2147652348,188,2147652592,188
US,PAL,constants-only,2147652536,780,2147652780,780
US,PAL,constants-only,2147653316,108,2147653560,108
US,PAL,constants-only,2147653424,112,2147653668,112
US,PAL,constants-only,2147653536,132,2147653780,132
US,PAL,constants-only,2147653668,76,2147653912,76
US,PAL,constants-only,2147653744,116,2147653988,116
US,PAL,constants-only,2147653860,56,2147654104,56
US,PAL,constants-only,2147653916,108,2147654160,108
US,PAL,constants-only,2147654024,200,2147654268,200
US,PAL,constants-only,2147654224,100,2147654468,100
US,PAL,constants-only,2147654324,120,2147654568,120
US,PAL,constants-only,2147654444,276,2147654688,276
US,PAL,constants-only,2147654720,100,2147654964,100
US,PAL,constants-only,2147654820,284,2147655064,284
US,PAL,constants-only,2147655104,12,2147655348,12
US,PAL,constants-only,2147655552,496,2147655796,496
US,PAL,constants-only,2147657276,60,2147657520,60
US,PAL,constants-only,2147657420,100,2147657664,100
US,PAL,constants-only,2147657520,680,2147657764,680
US,PAL,constants-only,2147658224,84,2147658468,84
US,PAL,constants-only,2147658308,212,2147658552,212
US,PAL,constants-only,2147658900,36,2147659144,36
US,PAL,constants-only,2147658936,76,2147659180,76
US,PAL,constants-only,2147659012,108,2147659256,108
US,PAL,constants-only,2147659120,244,2147659364,244
US,PAL,constants-only,2147660000,80,2147660244,80
US,PAL,constants-only,2147660080,192,2147660324,192
US,PAL,constants-only,2147660272,12,2147660516,12
US,PAL,constants-only,2147660284,12,2147660528,12
US,PAL,constants-only,2147660296,712,2147660540,712
US,PAL,constants-only,2147661064,56,2147661300,56
US,PAL,constants-only,2147661120,116,2147661356,116
US,PAL,constants-only,2147661236,84,2147661472,84
US,PAL,constants-only,2147662764,752,2147663000,752
US,PAL,constants-only,2147664268,68,2147664504,68
US,PAL,constants-only,2147664336,56,2147664572,56
US,PAL,constants-only,2147664716,216,2147664952,216
US,PAL,constants-only,2147664932,236,2147665168,236
US,PAL,constants-only,2147666088,112,2147666324,112
US,PAL,constants-only,2147666600,56,2147666836,56
US,PAL,constants-only,2147666656,100,2147666892,100
US,PAL,constants-only,2147666756,112,2147666992,112
US,PAL,constants-only,2147666868,52,2147667104,52
US,PAL,constants-only,2147666920,832,2147667156,832
US,PAL,constants-only,2147667752,464,2147667988,464
US,PAL,constants-only,2147668216,432,2147668452,432
US,PAL,constants-only,2147668656,68,2147668892,68
US,PAL,constants-only,2147669196,64,2147669436,64
US,PAL,constants-only,2147669260,72,2147669500,72
US,PAL,constants-only,2147671116,96,2147671424,96
US,PAL,constants-only,2147671212,120,2147671520,120
US,PAL,constants-only,2147671332,80,2147671640,80
US,PAL,constants-only,2147672888,24,2147673536,24
US,PAL,constants-only,2147672912,200,2147673560,200
US,PAL,constants-only,2147673112,84,2147673760,84
US,PAL,constants-only,2147673112,84,2147673844,84
US,PAL,constants-only,2147673196,84,2147673760,84
US,PAL,constants-only,2147673196,84,2147673844,84
US,PAL,constants-only,2147673280,44,2147673928,44
US,PAL,constants-only,2147673324,56,2147673972,56
US,PAL,constants-only,2147673380,24,2147674028,24
US,PAL,constants-only,2147673404,20,2147674052,20
US,PAL,constants-only,2147673424,12,2147674072,12
US,PAL,constants-only,2147673548,140,2147674196,140
US,PAL,constants-only,2147674188,372,2147674836,372
US,PAL,constants-only,2147674808,300,2147675456,300
US,PAL,constants-only,2147675108,1272,2147675756,1272
US,PAL,constants-only,2147676380,1304,2147677028,1304
US,PAL,constants-only,2147679332,708,2147680008,708
US,PAL,constants-only,2147680040,1424,2147680716,1424
US,PAL,constants-only,2147681464,660,2147682140,660
US,PAL,constants-only,2147682124,44,2147682800,44
US,PAL,constants-only,2147682168,244,2147682844,244
US,PAL,constants-only,2147682412,120,2147683088,120
US,PAL,constants-only,2147682532,192,2147683208,192
US,PAL,constants-only,2147682724,260,2147683400,260
US,PAL,constants-only,2147682984,44,2147683660,44
US,PAL,constants-only,2147683028,1024,2147683704,1024
US,PAL,constants-only,2147684716,252,2147685392,252
US,PAL,constants-only,2147684968,532,2147685644,532
US,PAL,constants-only,2147685500,68,2147686176,68
US,PAL,constants-only,2147685568,328,2147686244,328
US,PAL,constants-only,2147687076,172,2147687816,172
US,PAL,constants-only,2147687248,140,2147687988,140
US,PAL,constants-only,2147687388,64,2147688128,64
US,PAL,constants-only,2147687544,184,2147688284,184
US,PAL,constants-only,2147687728,208,2147688468,208
US,PAL,constants-only,2147687936,228,2147688676,228
US,PAL,constants-only,2147688164,248,2147688904,248
US,PAL,constants-only,2147688412,472,2147689152,472
US,PAL,constants-only,2147688884,400,2147689624,400
US,PAL,constants-only,2147689624,252,2147690376,252
US,PAL,constants-only,2147689876,216,2147690628,216
US,PAL,constants-only,2147690092,72,2147690844,72
US,PAL,constants-only,2147690240,220,2147690992,220
US,PAL,constants-only,2147690460,80,2147691212,80
US,PAL,constants-only,2147690540,804,2147691292,804
US,PAL,constants-only,2147691824,144,2147692708,144
US,PAL,constants-only,2147691968,572,2147692852,572
US,PAL,constants-only,2147692540,268,2147693424,268
US,PAL,constants-only,2147692808,528,2147693692,528
US,PAL,constants-only,2147693684,128,2147694632,128
US,PAL,constants-only,2147693812,124,2147694760,124
US,PAL,constants-only,2147693936,108,2147694884,108
US,PAL,constants-only,2147694044,52,2147694992,52
US,PAL,constants-only,2147698804,116,2147699832,116
US,PAL,constants-only,2147698920,32,2147699948,32
US,PAL,constants-only,2147698920,32,2147700004,32
US,PAL,constants-only,2147698920,32,2147700036,32
US,PAL,constants-only,2147698952,24,2147699980,24
US,PAL,constants-only,2147698976,32,2147699948,32
US,PAL,constants-only,2147698976,32,2147700004,32
US,PAL,constants-only,2147698976,32,2147700036,32
US,PAL,constants-only,2147699008,32,2147699948,32
US,PAL,constants-only,2147699008,32,2147700004,32
US,PAL,constants-only,2147699008,32,2147700036,32
US,PAL,constants-only,2147699140,100,2147700168,100
US,PAL,constants-only,2147699240,288,2147700268,288
US,PAL,constants-only,2147699528,116,2147700556,116
US,PAL,constants-only,2147699644,408,2147700672,408
US,PAL,constants-only,2147700052,2352,2147701080,2352
US,PAL,constants-only,2147702404,308,2147703432,308
US,PAL,constants-only,2147702712,1464,2147703740,1464
US,PAL,constants-only,2147704176,256,2147705204,256
US,PAL,constants-only,2147711936,480,2147712580,480
US,PAL,constants-only,2147719676,976,2147718840,976
US,PAL,constants-only,2147720652,204,2147719816,204
US,PAL,constants-only,2147720856,272,2147720020,272
US,PAL,constants-only,2147721128,780,2147720292,780
US,PAL,constants-only,2147721908,328,2147721072,328
US,PAL,constants-only,2147725032,156,2147724236,156
US,PAL,constants-only,2147725188,132,2147724392,132
US,PAL,constants-only,2147725320,232,2147724524,232
US,PAL,constants-only,2147726132,264,2147725332,264
US,PAL,constants-only,2147726396,660,2147725596,660
US,PAL,constants-only,2147727056,612,2147726256,612
US,PAL,constants-only,2147727668,2208,2147726868,2208
US,PAL,constants-only,2147729876,116,2147729076,116
US,PAL,constants-only,2147730192,268,2147729392,268
US,PAL,constants-only,2147730712,116,2147729944,116
US,PAL,constants-only,2147733372,68,2147732800,68
US,PAL,constants-only,2147733440,168,2147732868,168
US,PAL,constants-only,2147733608,284,2147733036,284
US,PAL,constants-only,2147733892,60,2147733320,60
US,PAL,constants-only,2147733952,84,2147733380,84
US,PAL,constants-only,2147734756,92,2147734184,92
US,PAL,constants-only,2147734916,148,2147734344,148
US,PAL,constants-only,2147735064,208,2147734492,208
US,PAL,constants-only,2147735272,72,2147734700,72
US,PAL,constants-only,2147735512,388,2147734940,388
US,PAL,constants-only,2147735900,144,2147735328,144
US,PAL,constants-only,2147736044,124,2147735472,124
US,PAL,constants-only,2147736044,124,2147735596,124
US,PAL,constants-only,2147736168,124,2147735472,124
US,PAL,constants-only,2147736168,124,2147735596,124
US,PAL,constants-only,2147736292,112,2147735720,112
US,PAL,constants-only,2147736472,96,2147735900,96
US,PAL,constants-only,2147736568,56,2147735996,56
US,PAL,constants-only,2147736624,108,2147736052,108
US,PAL,constants-only,2147736732,116,2147736160,116
US,PAL,constants-only,2147736848,156,2147736276,156
US,PAL,constants-only,2147737004,1164,2147736432,1164
US,PAL,constants-only,2147738168,100,2147737596,100
US,PAL,constants-only,2147738268,168,2147737696,168
US,PAL,constants-only,2147738436,472,2147737864,472
US,PAL,constants-only,2147738908,128,2147738336,128
US,PAL,constants-only,2147739036,100,2147738464,100
US,PAL,constants-only,2147739136,120,2147738564,120
US,PAL,constants-only,2147739256,92,2147738684,92
US,PAL,constants-only,2147739348,108,2147738776,108
US,PAL,constants-only,2147739456,204,2147738884,204
US,PAL,constants-only,2147739660,36,2147739088,36
US,PAL,constants-only,2147739696,44,2147739124,44
US,PAL,constants-only,2147739740,24,2147739168,24
US,PAL,constants-only,2147739764,116,2147739192,116
US,PAL,constants-only,2147739880,80,2147739308,80
US,PAL,constants-only,2147739960,20,2147739388,20
US,PAL,constants-only,2147739980,44,2147739408,44
US,PAL,constants-only,2147740024,64,2147739452,64
US,PAL,constants-only,2147740088,24,2147739516,24
US,PAL,constants-only,2147740112,56,2147739540,56
US,PAL,constants-only,2147740168,32,2147739596,32
US,PAL,constants-only,2147740200,68,2147739628,68
US,PAL,constants-only,2147740268,64,2147739696,64
US,PAL,constants-only,2147740332,1028,2147739760,1028
US,PAL,constants-only,2147741360,76,2147740788,76
US,PAL,constants-only,2147741436,1336,2147740864,1336
US,PAL,constants-only,2147742772,88,2147742200,88
US,PAL,constants-only,2147746568,1352,2147745996,1352
US,PAL,constants-only,2147747920,104,2147747348,104
US,PAL,constants-only,2147748024,3132,2147747452,3132
US,PAL,constants-only,2147751156,1936,2147750584,1936
US,PAL,constants-only,2147753092,376,2147752520,376
US,PAL,constants-only,2147753504,124,2147752932,124
US,PAL,constants-only,2147753628,104,2147753056,104
US,PAL,constants-only,2147753972,104,2147753400,104
US,PAL,constants-only,2147754076,560,2147753504,560
US,PAL,constants-only,2147754900,576,2147754328,576
US,PAL,constants-only,2147755768,536,2147755196,536
US,PAL,constants-only,2147757060,588,2147756488,588
US,PAL,constants-only,2147758320,2104,2147757748,2104
US,PAL,constants-only,2147760424,400,2147759852,400
US,PAL,constants-only,2147760824,332,2147760252,332
US,PAL,constants-only,2147761156,12,2147760584,12
US,PAL,constants-only,2147761168,276,2147760596,276
US,PAL,constants-only,2147761444,504,2147760872,504
US,PAL,constants-only,2147761948,12,2147761376,12
US,PAL,constants-only,2147761960,28,2147761388,28
US,PAL,constants-only,2147761988,72,2147761416,72
US,PAL,constants-only,2147762060,36,2147761488,36
US,PAL,constants-only,2147762096,124,2147761524,124
US,PAL,constants-only,2147762220,44,2147761648,44
US,PAL,constants-only,2147762264,48,2147761692,48
US,PAL,constants-only,2147762312,12,2147761740,12
US,PAL,constants-only,2147762324,12,2147761752,12
US,PAL,constants-only,2147762832,16,2147762260,16
US,PAL,constants-only,2147762848,584,2147762276,584
US,PAL,constants-only,2147763432,2576,2147762860,2576
US,PAL,constants-only,2147766160,104,2147765588,104
US,PAL,constants-only,2147766264,316,2147765692,316
US,PAL,constants-only,2147767948,292,2147767376,292
US,PAL,constants-only,2147768240,572,2147767668,572
US,PAL,constants-only,2147768812,304,2147768240,304
US,PAL,constants-only,2147769116,308,2147768544,308
US,PAL,constants-only,2147771480,220,2147770980,220
US,PAL,constants-only,2147771700,728,2147771200,728
US,PAL,constants-only,2147772428,388,2147771928,388
US,PAL,constants-only,2147772816,56,2147772316,56
US,PAL,constants-only,2147772872,172,2147772372,172
US,PAL,constants-only,2147773044,28,2147772544,28
US,PAL,constants-only,2147773072,140,2147772572,140
US,PAL,constants-only,2147773212,68,2147772712,68
US,PAL,constants-only,2147774872,20,2147774332,20
US,PAL,constants-only,2147774892,24,2147774352,24
US,PAL,constants-only,2147774916,36,2147774376,36
US,PAL,constants-only,2147774952,60,2147774412,60
US,PAL,constants-only,2147775012,12,2147774472,12
US,PAL,constants-only,2147775024,160,2147774484,160
US,PAL,constants-only,2147775184,1928,2147774644,1928
US,PAL,constants-only,2147777112,780,2147776572,780
US,PAL,constants-only,2147777892,444,2147777352,444
US,PAL,constants-only,2147778336,152,2147777796,152
US,PAL,constants-only,2147778520,32,2147777980,32
US,PAL,constants-only,2147778520,32,2147797504,32
US,PAL,constants-only,2147778552,1492,2147778012,1492
US,PAL,constants-only,2147780044,788,2147779504,788
US,PAL,constants-only,2147780832,336,2147780292,336
US,PAL,constants-only,2147782048,68,2147781524,68
US,PAL,constants-only,2147782116,72,2147781592,72
US,PAL,constants-only,2147782188,176,2147781664,176
US,PAL,constants-only,2147782364,48,2147781840,48
US,PAL,constants-only,2147789320,88,2147788980,88
US,PAL,constants-only,2147791780,120,2147791580,120
US,PAL,constants-only,2147791984,1188,2147791784,1188
US,PAL,constants-only,2147796316,1356,2147796116,1356
US,PAL,constants-only,2147797704,32,2147777980,32
US,PAL,constants-only,2147797704,32,2147797504,32
US,PAL,constants-only,2147797736,988,2147797536,988
US,PAL,constants-only,2147798724,1872,2147798524,1872
US,PAL,constants-only,2147800596,672,2147800396,672
US,PAL,constants-only,2147802028,152,2147801828,152
US,PAL,constants-only,2147802180,280,2147801980,280
US,PAL,constants-only,2147802460,396,2147802260,396
US,PAL,constants-only,2147802856,276,2147802656,276
US,PAL,constants-only,2147803132,228,2147802932,228
US,PAL,constants-only,2147803360,668,2147803160,668
US,PAL,constants-only,2147804028,740,2147803828,740
US,PAL,constants-only,2147804768,632,2147804568,632
US,PAL,constants-only,2147805400,464,2147805200,464
US,PAL,constants-only,2147805864,368,2147805664,368
US,PAL,constants-only,2147809752,860,2147809668,860
US,PAL,constants-only,2147810612,1832,2147810528,1832
US,PAL,constants-only,2147812444,204,2147812360,204
US,PAL,constants-only,2147812648,300,2147812564,300
US,PAL,constants-only,2147812948,396,2147812864,396
US,PAL,constants-only,2147814136,296,2147814060,296
US,PAL,constants-only,2147814432,588,2147814356,588
US,PAL,constants-only,2147815020,172,2147814944,172
US,PAL,constants-only,2147815192,172,2147815116,172
US,PAL,constants-only,2147815192,172,2147815288,172
US,PAL,constants-only,2147815192,172,2147815460,172
US,PAL,constants-only,2147815364,172,2147815116,172
US,PAL,constants-only,2147815364,172,2147815288,172
US,PAL,constants-only,2147815364,172,2147815460,172
US,PAL,constants-only,2147815536,172,2147815116,172
US,PAL,constants-only,2147815536,172,2147815288,172
US,PAL,constants-only,2147815536,172,2147815460,172
US,PAL,constants-only,2147815708,164,2147815632,164
US,PAL,constants-only,2147815872,1260,2147815796,1260
US,PAL,constants-only,2147817132,1464,2147817056,1464
US,PAL,constants-only,2147818596,448,2147818520,448
US,PAL,constants-only,2147819044,1068,2147818968,1068
US,PAL,constants-only,2147820112,628,2147820036,628
US,PAL,constants-only,2147820740,2772,2147820664,2772
US,PAL,constants-only,2147828376,196,2147828356,196
US,PAL,constants-only,2147828572,768,2147828552,768
US,PAL,constants-only,2147829340,940,2147829320,940
US,PAL,constants-only,2147830392,388,2147830372,388
US,PAL,constants-only,2147830780,1272,2147830760,1272
US,PAL,constants-only,2147832484,1160,2147832432,1160
US,PAL,constants-only,2147833644,276,2147833592,276
US,PAL,constants-only,2147836448,220,2147836400,220
US,PAL,constants-only,2147840720,332,2147840944,332
US,PAL,constants-only,2147841052,1128,2147841276,1128
US,PAL,constants-only,2147843176,36,2147843364,36
US,PAL,constants-only,2147843176,36,2147843400,36
US,PAL,constants-only,2147846296,176,2147846520,176
US,PAL,constants-only,2147846472,280,2147846696,280
US,PAL,constants-only,2147847244,224,2147847492,224
US,PAL,constants-only,2147847468,404,2147847716,404
US,PAL,constants-only,2147847872,148,2147848120,148
US,PAL,constants-only,2147848448,580,2147848696,580
US,PAL,constants-only,2147849028,532,2147849276,532
US,PAL,constants-only,2147849560,552,2147849808,552
US,PAL,constants-only,2147850112,664,2147850360,664
US,PAL,constants-only,2147850776,4364,2147851024,4364
US,PAL,constants-only,2147855140,216,2147855388,216
US,PAL,constants-only,2147855356,1224,2147855604,1224
US,PAL,constants-only,2147856760,920,2147857008,920
US,PAL,constants-only,2147857680,424,2147857928,424
US,PAL,constants-only,2147858104,104,2147858352,104
US,PAL,constants-only,2147858208,2560,2147858456,2560
US,PAL,constants-only,2147860768,344,2147861016,344
US,PAL,constants-only,2147861332,1744,2147861580,1744
US,PAL,constants-only,2147863836,584,2147864116,584
US,PAL,constants-only,2147864420,364,2147864700,364
US,PAL,constants-only,2147864784,328,2147865064,328
US,PAL,constants-only,2147865112,492,2147865392,492
US,PAL,constants-only,2147865604,3328,2147865884,3328
US,PAL,constants-only,2147868932,272,2147869212,272
US,PAL,constants-only,2147869204,3104,2147869484,3104
US,PAL,constants-only,2147874972,688,2147875252,688
US,PAL,constants-only,2147875660,2316,2147875940,2316
US,PAL,constants-only,2147878024,280,2147878304,280
US,PAL,constants-only,2147878448,2268,2147878728,2268
US,PAL,constants-only,2147880716,1404,2147880996,1404
US,PAL,constants-only,2147882120,436,2147882400,436
US,PAL,constants-only,2147883036,4952,2147883316,4952
US,PAL,constants-only,2147887988,800,2147888268,800
US,PAL,constants-only,2147888788,1952,2147889068,1952
US,PAL,constants-only,2147890740,768,2147891020,768
US,PAL,constants-only,2147891508,672,2147891788,672
US,PAL,constants-only,2147892180,748,2147892460,748
US,PAL,constants-only,2147892928,916,2147893208,916
US,PAL,constants-only,2147893844,636,2147894124,636
US,PAL,constants-only,2147894480,152,2147894760,152
US,PAL,constants-only,2147894632,1660,2147894912,1660
US,PAL,constants-only,2147896292,84,2147896572,84
US,PAL,constants-only,2147897236,820,2147897516,820
US,PAL,constants-only,2147898056,324,2147898336,324
US,PAL,constants-only,2147898380,4824,2147898660,4824
US,PAL,constants-only,2147903204,152,2147903484,152
US,PAL,constants-only,2147903356,1332,2147903636,1332
US,PAL,constants-only,2147904688,1280,2147904968,1280
US,PAL,constants-only,2147905968,1568,2147906248,1568
US,PAL,constants-only,2147907536,1916,2147907816,1916
US,PAL,constants-only,2147911088,148,2147911368,148
US,PAL,constants-only,2147911236,3136,2147911516,3136
US,PAL,constants-only,2147914372,2348,2147914652,2348
US,PAL,constants-only,2147917716,104,2147917996,104
US,PAL,constants-only,2147917820,1224,2147918100,1224
US,PAL,constants-only,2147919044,1508,2147919324,1508
US,PAL,constants-only,2147921524,1620,2147921804,1620
US,PAL,constants-only,2147927088,108,2147927368,108
US,PAL,constants-only,2147927792,2468,2147928072,2468
US,PAL,constants-only,2147934828,796,2147935108,796
US,PAL,constants-only,2147935624,2472,2147935904,2472
US,PAL,constants-only,2147938096,104,2147938376,104
US,PAL,constants-only,2147938308,2468,2147938588,2468
US,PAL,constants-only,2147941896,104,2147942176,104
US,PAL,constants-only,2147943044,80,2147943324,80
US,PAL,constants-only,2147943124,52,2147943404,52
US,PAL,constants-only,2147944784,3028,2147945064,3028
US,PAL,constants-only,2147947920,88,2147948200,88
US,PAL,constants-only,2147948268,32,2147948548,32
US,PAL,constants-only,2147948348,384,2147948628,384
US,PAL,constants-only,2147948860,48,2147949140,48
US,PAL,constants-only,2147948908,16,2147949188,16
US,PAL,constants-only,2147948908,16,2147949204,16
US,PAL,constants-only,2147948908,16,2147949220,16
US,PAL,constants-only,2147948924,16,2147949188,16
US,PAL,constants-only,2147948924,16,2147949204,16
US,PAL,constants-only,2147948924,16,2147949220,16
US,PAL,constants-only,2147948940,16,2147949188,16
US,PAL,constants-only,2147948940,16,2147949204,16
US,PAL,constants-only,2147948940,16,2147949220,16
US,PAL,constants-only,2147948956,12,2147949236,12
US,PAL,constants-only,2147949000,20,2147949280,20
US,PAL,constants-only,2147949000,20,2147949332,20
US,PAL,constants-only,2147949000,20,2147949352,20
US,PAL,constants-only,2147949000,20,2147971784,20
US,PAL,constants-only,2147949000,20,2147975420,20
US,PAL,constants-only,2147949052,20,2147949280,20
US,PAL,constants-only,2147949052,20,2147949332,20
US,PAL,constants-only,2147949052,20,2147949352,20
US,PAL,constants-only,2147949052,20,2147971784,20
US,PAL,constants-only,2147949052,20,2147975420,20
US,PAL,constants-only,2147949072,20,2147949280,20
US,PAL,constants-only,2147949072,20,2147949332,20
US,PAL,constants-only,2147949072,20,2147949352,20
US,PAL,constants-only,2147949072,20,2147971784,20
US,PAL,constants-only,2147949072,20,2147975420,20
US,PAL,constants-only,2147949092,316,2147949372,316
US,PAL,constants-only,2147949408,308,2147949688,308
US,PAL,constants-only,2147949716,332,2147949996,332
US,PAL,constants-only,2147950568,144,2147950848,144
US,PAL,constants-only,2147950904,320,2147951184,320
US,PAL,constants-only,2147951224,64,2147951504,64
US,PAL,constants-only,2147951288,728,2147951568,728
US,PAL,constants-only,2147952048,708,2147952328,708
US,PAL,constants-only,2147952756,164,2147953036,164
US,PAL,constants-only,2147952920,668,2147953200,668
US,PAL,constants-only,2147953704,48,2147953984,48
US,PAL,constants-only,2147953816,32,2147954096,32
US,PAL,constants-only,2147953848,112,2147954128,112
US,PAL,constants-only,2147953960,372,2147954240,372
US,PAL,constants-only,2147954332,92,2147954612,92
US,PAL,constants-only,2147954424,96,2147954704,96
US,PAL,constants-only,2147954520,152,2147954800,152
US,PAL,constants-only,2147954672,104,2147954952,104
US,PAL,constants-only,2147954776,284,2147955056,284
US,PAL,constants-only,2147955060,96,2147955340,96
US,PAL,constants-only,2147955060,96,2147955436,96
US,PAL,constants-only,2147955156,96,2147955340,96
US,PAL,constants-only,2147955156,96,2147955436,96
US,PAL,constants-only,2147955252,184,2147955532,184
US,PAL,constants-only,2147955436,172,2147955716,172
US,PAL,constants-only,2147955608,112,2147955888,112
US,PAL,constants-only,2147955720,192,2147956000,192
US,PAL,constants-only,2147955912,1272,2147956192,1272
US,PAL,constants-only,2147957184,504,2147957464,504
US,PAL,constants-only,2147957688,624,2147957968,624
US,PAL,constants-only,2147958344,152,2147958624,152
US,PAL,constants-only,2147958344,152,2147958776,152
US,PAL,constants-only,2147958496,152,2147958624,152
US,PAL,constants-only,2147958496,152,2147958776,152
US,PAL,constants-only,2147958676,2268,2147958956,2268
US,PAL,constants-only,2147960944,72,2147961224,72
US,PAL,constants-only,2147961016,84,2147961296,84
US,PAL,constants-only,2147961100,688,2147961380,688
US,PAL,constants-only,2147961788,608,2147962068,608
US,PAL,constants-only,2147962396,652,2147962676,652
US,PAL,constants-only,2147963048,52,2147963328,52
US,PAL,constants-only,2147963100,324,2147963380,324
US,PAL,constants-only,2147963424,200,2147963704,200
US,PAL,constants-only,2147963728,376,2147964008,376
US,PAL,constants-only,2147964104,152,2147964384,152
US,PAL,constants-only,2147964304,208,2147964584,208
US,PAL,constants-only,2147964512,352,2147964792,352
US,PAL,constants-only,2147964864,204,2147965144,204
US,PAL,constants-only,2147965068,68,2147965348,68
US,PAL,constants-only,2147965136,368,2147965416,368
US,PAL,constants-only,2147965504,352,2147965784,352
US,PAL,constants-only,2147965856,64,2147966136,64
US,PAL,constants-only,2147965920,224,2147966200,224
US,PAL,constants-only,2147966160,1248,2147966440,1248
US,PAL,constants-only,2147967408,48,2147967688,48
US,PAL,constants-only,2147967456,208,2147967736,208
US,PAL,constants-only,2147967664,96,2147967944,96
US,PAL,constants-only,2147967760,96,2147968040,96
US,PAL,constants-only,2147967856,176,2147968136,176
US,PAL,constants-only,2147968032,320,2147968312,320
US,PAL,constants-only,2147968352,112,2147968632,112
US,PAL,constants-only,2147968464,64,2147968744,64
US,PAL,constants-only,2147968464,64,2147969304,64
US,PAL,constants-only,2147968528,448,2147968808,448
